1403638127295097113,-0.406235795,-0.142015103,0.817158519,-0.701238663,0.014771796,-0.011562344,0.712679762
1403638129845097065,-0.408322974,-0.170309281,0.888750222,-0.701038026,0.014533991,0.003182783,0.712968667
1403638130895097017,-0.522208648,-0.313054907,1.355971204,-0.66399494,0.015142158,0.053968603,0.74563317
1403638137595097065,-0.381307471,-0.151516826,0.861814931,-0.699996673,0.092387222,-0.031359439,0.707450242
1403638137945096970,-0.391854241,-0.128713889,0.800372978,-0.7138573,0.094981582,-0.053060563,0.69178814
1403638138245096922,-0.393054381,-0.124439468,0.789571662,-0.706385399,0.097813466,-0.051603658,0.699134648
1403638148195096970,-0.383563386,-0.11316302,0.863467531,-0.66653509,0.101207506,-0.055016171,0.736519678
1403638149545096874,-0.437188619,-0.02161532,1.245609741,-0.669092904,0.080342174,-0.048833926,0.737207616
1403638151045096874,-0.778100109,0.376186431,1.430914051,-0.680405246,0.000495174,-0.026341261,0.732362338
1403638151845097065,-1.1992252,0.686227368,1.600750471,-0.67044279,-0.138685073,0.033838188,0.728098821
1403638152495097160,-1.621590808,0.905021471,1.815374751,-0.671175475,-0.146453292,0.022277305,0.726346086
1403638153045096874,-2.065674109,1.113531688,1.935083805,-0.664834404,-0.177739183,0.054838555,0.723461631
1403638153595097065,-2.549321678,1.309396257,2.121173894,-0.661686545,-0.250257482,0.062805663,0.703986901
1403638154045096874,-3.016080899,1.505564739,2.277735567,-0.637967883,-0.304856802,0.098148108,0.700304404
1403638154495097160,-3.513248054,1.69181425,2.334227706,-0.613419458,-0.305706084,0.106925373,0.720296691
1403638154995097160,-4.043915403,1.764188347,2.382448854,-0.618659749,-0.338510973,0.105635859,0.701078812
1403638155495097160,-4.587399984,1.72278602,2.452606951,-0.589781946,-0.384070454,0.128723365,0.698625392
1403638155995097160,-5.090612929,1.577539046,2.318016916,-0.569578897,-0.463540308,0.186158205,0.652729183
1403638156545096874,-5.544917041,1.358083545,2.220829648,-0.558193529,-0.547294146,0.213580018,0.585894767
1403638157095097065,-6.063921858,1.262324501,2.107772453,-0.561815573,-0.548114343,0.209902638,0.582987832
1403638157595097065,-6.620794485,1.208795879,2.114328883,-0.546052005,-0.557994624,0.210546287,0.588336186
1403638158045096874,-7.139205584,1.143011471,2.097071807,-0.49963892,-0.617182598,0.242561383,0.557324472
1403638158495097160,-7.652886183,1.090156789,2.091072407,-0.485088621,-0.638787992,0.253052015,0.540928469
