1403636579763555527,0.0,0.0,1.0,-0.707106781,0.0,0.0,0.707106781
1403636580263555527,-0.003306808,0.074048609,0.769296045,-0.727677925,0.00501603,-0.001895375,0.685898013
1403636583113555431,-0.007890121,-0.028783303,1.176498949,-0.692317417,0.025742626,-0.035298924,0.720269323
1403636583813555479,0.011685449,0.080116805,0.794108014,-0.737980086,0.018831844,-0.026539935,0.674037377
1403636586313555479,0.00351864,0.003506884,0.881283615,-0.807506334,0.037025515,-0.025060062,0.588162074
1403636588063555479,0.296272925,0.029632718,0.909197998,-0.831279244,0.066977236,-0.0272658,0.55113106
1403636589713555574,-0.123798166,-0.02358063,0.890230944,-0.828437691,0.019316519,-0.005515177,0.559720866
1403636590263555527,-0.270279827,-0.036593829,0.872247472,-0.827437177,-0.008245254,0.017366236,0.56122914
1403636590863555670,-0.088233565,-0.044989095,0.885014636,-0.829830654,0.014422176,-0.004692115,0.557809171
1403636591863555670,0.193342527,0.022036255,0.8716216,-0.79676214,0.061900245,-0.03976575,0.599797581
1403636593113555431,0.004981219,0.218148064,0.927623293,-0.813039007,-0.045551055,0.036574141,0.579271099
1403636593413555384,-0.145640088,0.105068026,0.896544934,-0.815397993,-0.083730048,0.073804565,0.568038976
1403636593763555527,-0.140825218,-0.037789902,0.830705376,-0.830233878,-0.035835416,0.057956658,0.55323463
1403636594063555479,-0.004573291,-0.104369544,0.805544592,-0.817445055,0.072699393,0.00219124,0.571396166
1403636594513555527,0.240042133,0.000363257,0.834987674,-0.8017297,0.143174411,-0.060397885,0.577133149
1403636595063555479,0.119553965,0.182896341,0.882521281,-0.794206222,0.041056783,-0.017075746,0.606019171
1403636595363555670,-0.0767832,0.149692853,0.85890721,-0.803822675,-0.049824316,0.039930952,0.591432298
1403636596013555527,0.092851614,-0.027949339,0.781430682,-0.815015089,0.015576569,-0.011616617,0.579113832
1403636597563555479,0.046914327,0.133158708,0.871419354,-0.810822379,-0.027982182,-0.016261362,0.584396813
1403636598313555479,-0.037335146,-0.00742786,0.786594361,-0.820465422,-0.086820695,0.006931331,0.565022668
1403636598913555384,0.025309817,0.136129255,0.733575035,-0.77604591,-0.102745136,0.025027871,0.621747367
1403636599663555622,0.045298649,0.26415071,0.676569935,-0.709858833,-0.085751388,0.030942672,0.698419421
1403636614713555574,0.052058151,0.263791517,0.67164192,-0.689111492,-0.077610284,0.04289885,0.719209068
1403636626213555574,0.082092114,0.201695046,0.963189778,-0.705494249,-0.084292808,0.029361429,0.703072182
1403636629413555384,0.514116178,0.264324196,1.241758006,-0.71804742,0.008455824,-0.02982361,0.695303497
1403636630313555479,0.885060142,0.492624827,1.215299556,-0.700796151,0.126315831,-0.091731155,0.696070729
1403636631213555574,1.239876928,0.814481087,1.404194198,-0.705368644,0.114389921,-0.087609659,0.694042196
1403636632163555622,1.554885036,1.189731924,1.46455257,-0.70446842,0.101683219,-0.098252382,0.695507899
1403636633263555527,1.756071026,1.659849433,1.532962097,-0.717692133,0.002065618,-0.042720292,0.695045834
1403636634063555479,1.907703868,2.133030943,1.624838455,-0.722816693,0.023699716,-0.02148955,0.690298885
1403636634713555574,2.102865424,2.572819134,1.794371042,-0.708749862,-0.004387309,-0.03816231,0.704413247
1403636635463555574,2.275749241,3.038177353,1.958725169,-0.723931393,-0.02910911,-0.014669693,0.689101443
1403636636113555431,2.443512539,3.454786071,2.24005201,-0.727083934,-0.020242535,-0.008065788,0.686202693
1403636636713555574,2.646263826,3.837827059,2.553508886,-0.694430423,-0.037685287,-0.04164762,0.7173644
1403636637763555527,2.736872774,4.316624207,2.694292524,-0.718939231,-0.03769514,-0.01703462,0.693840962
1403636638813555479,2.763439698,4.810531627,2.845344362,-0.72762967,-0.039078929,-0.00925285,0.684793607
1403636639513555527,2.909093083,5.28075817,2.978941805,-0.720142549,-0.040430404,-0.009278166,0.692585019
1403636640213555574,3.101498565,5.763639304,3.064447873,-0.704806197,-0.059744307,-0.005805424,0.706855812
1403636641213555574,3.305228296,6.211390002,3.198073857,-0.707502497,-0.081697456,0.000846741,0.70197224
1403636643013555527,3.568680396,6.623065223,3.289745157,-0.722459335,-0.018633019,-0.019489697,0.690887452
1403636644363555670,3.808572312,7.004304877,3.497600561,-0.718830193,-0.016856391,-0.000664582,0.694980989
1403636645113555431,4.079292681,7.441863893,3.401617311,-0.72983996,-0.020504475,-0.019910094,0.683020341
1403636645763555527,4.312803006,7.895574386,3.46750293,-0.729408458,-0.019017808,-0.024026784,0.683391789
1403636646263555527,4.499248834,8.321441428,3.67386178,-0.711578283,0.035455765,-0.02513122,0.701261476
1403636646813555479,4.769684177,8.724285513,3.893232651,-0.690691465,0.122971683,-0.085500697,0.70746936
1403636647513555527,5.092334806,9.042523146,4.131419836,-0.694842539,0.125378868,-0.081191457,0.703478452
1403636648363555670,5.544466454,9.269034577,4.186705813,-0.675332146,0.223898728,-0.131985541,0.690199731
1403636649363555670,6.075265817,9.256636189,4.229101806,-0.657901706,0.303192427,-0.181429288,0.665073763
1403636650663555622,6.51192629,9.039230524,4.388363751,-0.614412674,0.428759031,-0.237049621,0.618441781
